Customer_ID,Name,Email,Phone,Address,City,State,Zip_Code,Subscription_Type,Service_Tier,Monthly_Bill,Join_Date,Payment_Status,Region,Contract_End,Age_Group,Employment_Status,Customer_Lifetime_Value,Loyalty_Points,Churn_Risk,Number_Of_Devices,Has_Outdoor_Dish,Auto_Pay_Enabled,Paperless_Billing,Last_Payment_Date
2156,Gregory Parks,waynebush@example.net,(846)987-8962,"PSC 5051, Box 8915, APO AP 22213",Armstrongborough,IDAHO,58412,America'S Top 250,Vip,51.26,2023-07-23,Disputed,South,2026-03-31,46-55,Self-Employed,2062.3,30564,Low,2,True,True,False,2026-03-12
4313,Thomas Kramer,ckane@example.org,(436)268-2328,"Unit 0832 Box 3508, DPO AE 88079",Benjaminshire,COLORADO,71931,Sling Orange,Standard,217.61,2026-02-24,Paid,South,2027-12-03,26-35,Self-Employed,3519.94,19874,High,8,False,False,False,2026-03-12
7861,Nichole Pratt,caleb18@example.net,001-296-893-0758x6980,"445 Gomez Orchard Suite 640, Valerieside, PR 04209",Port Davidhaven,WYOMING,88983,America'S Top 250,Standard,56.45,2023-08-01,Disputed,Southwest,2027-08-17,36-45,Retired,4917.61,17867,High,3,True,True,False,2026-03-12
3599,Jacqueline Mason,adam76@example.com,239.282.3239x016,"3580 John Estate, Morrowbury, NV 74954",New Barbarastad,CALIFORNIA,17869,America'S Top 250,Standard,199.68,2022-08-29,Paid,West,2027-09-23,36-45,Retired,4789.68,13942,Medium,5,False,True,False,2026-03-12
10897,Amanda Perez,figueroashannon@example.net,260.893.2108x2608,"836 Brandon Ridges Suite 052, Jordanville, OK 11473",West Philipfort,MISSOURI,15109,America'S Top 200,Premium,122.94,2021-09-05,Paid,Midwest,2026-07-24,18-25,Retired,4847.71,37398,Medium,5,True,True,True,2026-03-12
9905,Zachary Arellano,penapeter@example.org,(708)504-3152x43830,"21196 Kristen Curve Suite 473, Lake Angelafort, AZ 89745",North Colin,NEW MEXICO,85087,Sling Blue,Standard,204.73,2022-07-23,Disputed,West,2027-08-27,56-65,Employed,10172.57,2514,Low,8,False,True,False,2026-03-12
5787,Michael Hayes,hickmanjesse@example.net,+1-592-617-8433x2819,"27476 John Crossroad Suite 457, Shepherdtown, ID 90248",Jessicaberg,VIRGINIA,82294,America'S Top 120,Basic,138.94,2022-08-13,Disputed,Northwest,2027-03-11,65+,Self-Employed,9244.76,16499,Low,2,False,False,True,2026-03-12
12431,Angela Williams,moorejeffery@example.com,001-913-923-4511x2898,"982 Jessica Center Suite 265, Port Christopherhaven, LA 03913",Richardton,VERMONT,78519,America'S Top 120,Premium,87.87,2025-06-27,Disputed,Southwest,2027-01-21,65+,Employed,3069.89,3815,High,8,False,True,False,2026-03-12
6167,Jason Taylor,jonathan53@example.org,(278)674-2844x80705,"020 Ashley Place Suite 306, East Carrie, MP 30533",Andrewsbury,FLORIDA,45578,Sling Blue,Basic,156.67,2025-11-25,Pending,West,2027-10-18,65+,Self-Employed,6237.19,43335,Low,7,False,True,False,2026-03-12
11260,Amy Riley,qwatson@example.net,+1-211-398-3071x4167,"844 Kerr Parkways, Hernandezshire, KY 31266",Erinberg,MICHIGAN,26332,America'S Top 200,Vip,108.75,2021-05-06,Pending,Northwest,2026-05-18,65+,Employed,9412.68,21617,High,7,True,True,True,2026-03-12
2743,Toni Ashley,bbeck@example.org,975-523-0695x0097,"945 Amy Forge Suite 345, West Jacob, MO 60761",North Roberttown,MAINE,96397,Spanish Premium,Premium,175.13,2025-10-28,Disputed,West,2027-10-15,56-65,Retired,7009.93,25043,High,5,True,False,False,2026-03-12
8531,Heather Lopez,otorres@example.org,632.509.2093x903,"0427 Alexandria Overpass, East Erik, NY 88046",East Sarahaven,LOUISIANA,21726,America'S Top 200,Premium,158.5,2023-02-05,Pending,West,2027-03-19,36-45,Unemployed,12505.12,31317,Low,2,True,False,True,2026-03-12
8253,Elizabeth Lopez,charles64@example.org,+1-927-778-7400x64564,"3927 Christy River Suite 070, Holmesberg, PA 38358",South Chloeland,INDIANA,87939,America'S Top 500,Premium,159.01,2024-11-24,Paid,Midwest,2026-06-16,46-55,Employed,6514.4,37267,Low,5,False,False,True,2026-03-12
12748,Tanner Henderson,jessicamccarthy@example.net,7997389552,"USS Waters, FPO AP 08416",Davidbury,NEVADA,57586,Sling Blue,Standard,125.48,2022-02-21,Disputed,Northeast,2026-07-14,26-35,Employed,3966.76,507,Low,2,True,False,True,2026-03-12
3894,Eric Arnold,kathleenbrown@example.org,(591)230-2596,"2648 Aguilar Underpass Suite 600, Spencerfurt, MI 31144",Quinntown,INDIANA,4219,America'S Top 120,Basic,53.33,2021-11-08,Paid,Northwest,2027-04-10,56-65,Self-Employed,5279.83,28377,Medium,3,True,True,True,2026-03-12
10396,Mary Perkins,igreene@example.com,+1-732-704-6456x7490,"77097 Scott Dam, Longville, WA 77706",North Madeline,SOUTH DAKOTA,47881,America'S Top 200,Vip,166.49,2024-12-20,Pending,Midwest,2027-06-23,65+,Self-Employed,10192.2,2697,High,5,True,True,True,2026-03-12
7457,Stacey Kramer,laurenvalentine@example.org,(755)983-6576x37715,"23816 Stevenson Avenue, West Johnville, WV 00626",Bakerburgh,TENNESSEE,19710,America'S Top 250,Standard,64.88,2021-07-30,Pending,South,2027-04-05,46-55,Retired,14635.4,47572,Medium,3,True,True,True,2026-03-12
11514,Aaron White,nicholasbrown@example.net,437.322.4780x7320,"86495 Kayla Forks Suite 022, Russellburgh, PR 42573",Lake Karaland,TEXAS,26144,America'S Top 120,Basic,144.86,2024-06-11,Overdue,Midwest,2027-09-13,18-25,Retired,9999.23,31748,Medium,1,False,True,False,2026-03-12
10346,Randy Watson,charlespittman@example.com,001-615-347-3529x66577,"842 Cody Spurs, Kristenborough, DC 07066",South Wanda,ALABAMA,99224,Sling Orange,Vip,74.72,2023-07-25,Disputed,Midwest,2026-07-07,46-55,Retired,11451.97,24847,High,2,True,True,True,2026-03-12
4534,Joseph Smith,collinsmark@example.com,424-539-8142,"9164 Thomas Estates Suite 459, Madelinemouth, KY 64857",Port Robertfort,MARYLAND,61638,Sling Orange,Standard,211.25,2021-08-31,Paid,Southwest,2026-04-18,65+,Student,9855.26,39566,High,5,True,False,True,2026-03-12
2659,Patrick Berg,jgalvan@example.com,+1-515-896-6107x9663,"144 Reed Island, Marshmouth, CT 92890",West Paul,WISCONSIN,1459,Sling Blue,Premium,74.56,2025-08-22,Overdue,Northeast,2027-05-31,56-65,Self-Employed,6427.5,37448,High,2,True,False,False,2026-03-12
10805,Jennifer Baker,katherine77@example.com,470.449.8000x887,"89057 Henry Creek Apt. 784, Collinsborough, UT 06256",Edwardschester,OKLAHOMA,54806,America'S Top 500,Premium,69.96,2023-04-14,Paid,Southwest,2026-06-27,56-65,Student,7259.79,21594,High,5,True,True,True,2026-03-12
8010,Mary Moore,jason60@example.net,Unknown,"7752 Amanda Course Suite 316, North Anthonychester, UT 90466",Laurenshire,TEXAS,47913,America'S Top 120,Vip,219.28,2023-07-26,Disputed,South,2028-02-05,56-65,Retired,3897.51,27056,Medium,4,True,False,True,2026-03-12
1842,Megan Weber,emilyreyes@example.net,001-752-514-1308x1984,"7980 Miranda Parkway, Kellybury, ND 92025",Port Colin,WEST VIRGINIA,52033,America'S Top 200,Vip,206.35,2024-01-24,Overdue,South,2026-10-06,26-35,Student,11234.38,33976,High,4,True,False,True,2026-03-12
7019,Joseph Monroe,orios@example.com,313-841-7063,"PSC 5587, Box 6401, APO AP 85517",West Cheyenne,MICHIGAN,78552,America'S Top 250,Vip,155.75,2025-02-05,Overdue,Northeast,2026-07-17,36-45,Student,613.47,29339,Low,5,False,True,True,2026-03-12
4226,Sean Jackson,elizabethturner@example.net,(912)589-3402x589,"7747 Kathleen Mews Suite 573, West Brianside, MN 61238",Amandastad,OHIO,48777,Spanish Premium,Vip,174.48,2023-01-08,Overdue,Southwest,2027-05-12,46-55,Unemployed,1762.34,3360,High,5,True,True,False,2026-03-12
10842,Kevin Mitchell,gsaunders@example.com,7656122504,"59899 Terry Shores, West Olivia, HI 88991",Coreyshire,ALABAMA,63382,Spanish Premium,Vip,209.63,2021-05-27,Disputed,Southwest,2026-11-28,36-45,Employed,12512.3,29845,Medium,8,False,True,False,2026-03-12
4949,Jo Parker,kimberly71@example.org,384-403-1717x058,"19647 Julie Camp Suite 051, Randyhaven, NH 25905",Corychester,ARIZONA,18027,Spanish Premium,Standard,218.56,2022-09-26,Overdue,South,2026-09-12,36-45,Unemployed,2259.24,30494,High,2,False,False,False,2026-03-12
6441,Amy Knox,mferguson@example.net,(376)663-8280,"669 Taylor Inlet Apt. 652, South Henry, CA 69478",Colefurt,WASHINGTON,778,America'S Top 120,Basic,72.25,2025-01-31,Pending,Midwest,2027-02-19,36-45,Student,11285.48,39400,Low,1,False,True,True,2026-03-12
2304,Justin Proctor,aaron49@example.com,001-779-594-6573x315,"8065 Jacob Crossing Apt. 258, Lake Troyview, AK 73712",East Jonathanport,TENNESSEE,74419,Sling Blue,Basic,206.59,2021-08-13,Disputed,Northwest,2027-07-31,56-65,Self-Employed,12622.76,35536,High,7,False,True,False,2026-03-12
11037,Jennifer Woods,garyadkins@example.com,(479)945-0821x3264,"08131 Tanya Ferry Apt. 730, Johnland, LA 40976",East Thomas,MAINE,26967,America'S Top 200,Standard,213.69,2023-11-27,Disputed,West,2026-07-23,46-55,Employed,4415.02,22872,High,6,False,True,False,2026-03-12
2233,Jonathan Owens,susan95@example.org,296.977.5253x831,"615 Katherine Coves, Josephburgh, NC 37737",New Beth,MASSACHUSETTS,84283,Sling Blue,Standard,178.53,2025-07-27,Overdue,Midwest,2026-03-31,36-45,Retired,1526.17,7408,High,8,True,True,False,2026-03-12
11419,Dakota King,melissa62@example.com,(658)249-8070,"PSC 6144, Box 7047, APO AE 36692",New Madison,NORTH DAKOTA,6303,America'S Top 120,Standard,209.82,2022-07-06,Pending,Southwest,2026-09-21,46-55,Retired,5666.74,7376,Medium,8,True,True,True,2026-03-12
11262,Jennifer Matthews,saragreen@example.com,299.257.9901x7029,"71865 Johnson Mountains, East Mitchell, FM 03772",Danielbury,CONNECTICUT,2346,America'S Top 200,Standard,52.85,2024-08-24,Disputed,Northeast,2027-02-02,65+,Unemployed,4624.91,38644,High,2,False,False,True,2026-03-12
4291,Cody English,kparker@example.com,778-425-5004,"87513 Lindsey Villages, Finleymouth, MO 66102",South Donaldfort,DELAWARE,33921,Spanish Premium,Standard,174.1,2025-01-09,Paid,Southwest,2028-01-29,26-35,Unemployed,3988.56,19601,Medium,6,False,True,True,2026-03-12
10145,Lisa Ball Dvm,laura07@example.com,(746)927-2828,"3307 William Fork, New Dylanbury, MA 72707",North David,NORTH CAROLINA,59567,America'S Top 500,Premium,84.03,2026-03-13,Disputed,West,2026-08-03,18-25,Employed,11668.93,20526,High,3,False,False,False,2026-03-12
7889,William Cook,angela22@example.com,955.810.2624x24074,"52695 Rivera Valleys Suite 287, Leeburgh, WI 72283",Kristymouth,NEVADA,68656,America'S Top 500,Premium,93.03,2025-04-24,Disputed,Midwest,2027-02-16,36-45,Retired,3368.1,7243,Low,1,False,True,False,2026-03-12
12834,Cameron Santos,yray@example.net,+1-323-494-7976x18785,"Unit 4208 Box 5103, DPO AE 13351",Robertsstad,NEBRASKA,41740,Spanish Premium,Vip,148.55,2021-06-02,Pending,West,2027-07-30,26-35,Student,10197.94,38883,Low,2,True,False,False,2026-03-12
5781,Joseph Wright,bweaver@example.com,2439262396,"957 Morgan Freeway, West Ralph, VT 11466",Flemingbury,TEXAS,2566,Sling Blue,Vip,122.64,2024-11-06,Disputed,West,2027-01-17,36-45,Employed,5038.95,16692,Low,5,False,True,True,2026-03-12
1097,Kathleen Moore,qhendrix@example.com,339-478-9190,"1850 Jeffrey Branch, Melissaview, OH 97032",Port Henry,NORTH DAKOTA,59307,Sling Orange,Standard,166.41,2022-03-09,Disputed,Northeast,2026-04-22,26-35,Retired,1783.41,40725,Low,7,True,True,False,2026-03-12
4448,Nicholas Rocha,michellelopez@example.com,001-244-359-9521x13978,"Unit 2424 Box 1211, DPO AA 60847",Brianland,RHODE ISLAND,84970,Spanish Premium,Standard,136.37,2022-01-28,Pending,South,2026-09-06,36-45,Retired,13305.27,20765,High,7,False,True,True,2026-03-12
3996,Gina Smith,john04@example.com,+1-628-590-6042x424,"USS Johnson, FPO AA 43549",Silvaburgh,VIRGINIA,16523,Sling Blue,Premium,169.78,2024-03-16,Pending,Midwest,2026-12-01,26-35,Self-Employed,1465.1,21774,Low,1,True,True,False,2026-03-12
10028,Katherine Fuller,paul12@example.net,001-876-983-4798x31937,"73952 Small Streets Apt. 854, Mendezport, UT 73323",Lake Michael,DELAWARE,22862,America'S Top 120,Vip,220.39,2023-03-18,Overdue,West,2026-06-06,46-55,Retired,7887.55,32989,High,8,False,True,False,2026-03-12
7181,Daniel Cruz,andreolson@example.net,(779)229-2970,"7111 Alexander Shoals Suite 205, Port Lucasport, AS 19196",Janetfurt,KENTUCKY,8062,Sling Blue,Standard,148.55,2023-09-06,Disputed,Northeast,2027-02-10,36-45,Unemployed,4786.3,31046,Medium,7,True,False,True,2026-03-12
12785,Mr. Michael Andrade,hoodbenjamin@example.net,001-760-840-0274,"500 Kristin Court Apt. 015, West Jay, IN 44636",Nicholasborough,MICHIGAN,57544,America'S Top 200,Vip,243.96,2023-11-21,Disputed,West,2026-04-29,46-55,Self-Employed,14741.16,17958,Low,8,False,False,False,2026-03-12
9330,Hector Johnson,randolphrichard@example.org,(212)742-1536,"289 Miller Cliff, South Katelyn, IN 62771",Lake Sara,MARYLAND,25329,America'S Top 250,Standard,203.63,2022-01-04,Paid,South,2028-03-06,46-55,Unemployed,3982.99,12806,Low,1,False,False,False,2026-03-12
10505,William Roy,arianawilliams@example.org,(323)608-9426,"3395 Bowman Curve, Shawnaland, VT 72386",Lake Gregory,NEW HAMPSHIRE,13613,America'S Top 120,Vip,94.94,2023-02-13,Overdue,Midwest,2026-03-21,46-55,Unemployed,8688.45,25274,Medium,6,False,True,False,2026-03-12
12502,Olivia Carter,william24@example.com,(875)575-6575x8174,"002 Wilson Forges, New Melanie, OH 73824",West Keith,INDIANA,68018,America'S Top 200,Vip,166.94,2024-07-23,Overdue,Midwest,2027-08-08,65+,Student,6208.38,22642,Medium,7,True,False,True,2026-03-12
1827,Elizabeth Morton,craig33@example.net,+1-674-576-6375x813,"7595 Tran Roads, Barrettfurt, NV 25362",North Stacyfort,IDAHO,856,America'S Top 250,Premium,244.6,2021-11-03,Paid,Northeast,2027-01-20,26-35,Unemployed,14487.57,32022,High,1,True,True,True,2026-03-12
12464,Gregory Larsen,thomas95@example.net,+1-999-825-6068x11854,"646 Reyes Stravenue Apt. 254, South Melissa, MP 46927",South Javierville,IOWA,21045,America'S Top 250,Vip,128.16,2021-04-03,Pending,Midwest,2026-03-29,18-25,Self-Employed,11785.79,16246,High,1,False,True,False,2026-03-12
8707,Andrew Williams,moorebrian@example.org,+1-941-881-5656,"7944 Andrew Prairie Suite 441, Toddville, VI 85545",East Melinda,ALABAMA,3200,Sling Orange,Vip,198.25,2022-08-18,Paid,West,2027-11-07,36-45,Employed,3796.74,6861,Medium,8,False,False,False,2026-03-12
7715,Mark Frazier,christophermolina@example.org,001-820-263-0024x503,"94352 Wright Plains, Pittsshire, OH 01597",Christopherbury,MINNESOTA,31728,America'S Top 500,Premium,153.86,2022-08-26,Overdue,Midwest,2027-01-03,46-55,Retired,10064.0,9198,High,6,False,False,False,2026-03-12
3096,Shawn Johnston,dbarton@example.org,(869)576-6052x60901,"54995 Carlson Coves Apt. 985, Kathrynville, KS 51911",East Stevenhaven,ALABAMA,18899,America'S Top 200,Basic,189.79,2022-06-02,Pending,Southwest,2027-08-01,36-45,Employed,8437.25,21558,Low,8,True,True,False,2026-03-12
11817,Megan Meyer,david09@example.org,698.614.2699,"629 Susan Ramp, South Mathewburgh, KS 61309",East Nancy,MAINE,62881,Sling Blue,Premium,137.77,2023-04-21,Overdue,South,2026-04-26,36-45,Student,6905.31,28014,High,6,True,True,False,2026-03-12
4263,Douglas Perez,fhart@example.org,245.283.5863x842,"USCGC Bates, FPO AA 20127",Emilyview,NEW JERSEY,28938,America'S Top 120,Premium,59.35,2021-12-13,Pending,Midwest,2028-01-12,18-25,Self-Employed,11969.86,27719,High,2,True,True,False,2026-03-12
7096,Marvin Lawson,michaeldiaz@example.net,(454)446-4196,"Unit 6030 Box 9058, DPO AA 12640",Burnsbury,MASSACHUSETTS,87378,America'S Top 120,Basic,95.93,2024-07-22,Overdue,Northeast,2026-07-05,65+,Retired,11518.15,36141,Low,7,True,True,False,2026-03-12
11315,Matthew Houston,harrisondawn@example.net,545-589-8411,"7944 Morales Via Apt. 598, West Kristina, TX 12159",West Karen,WEST VIRGINIA,58737,America'S Top 250,Basic,110.92,2025-07-26,Pending,South,2027-10-30,65+,Employed,5645.27,32505,Low,1,True,True,True,2026-03-12
11380,Taylor Phillips,allenjoseph@example.net,875.603.0346,"7453 Allen Knoll Suite 987, East Melissamouth, TN 61723",East Jacobmouth,OKLAHOMA,63678,America'S Top 250,Premium,194.63,2023-05-15,Overdue,Midwest,2027-08-24,36-45,Self-Employed,4846.38,31478,High,8,False,True,False,2026-03-12
12726,Dakota Turner,darrell05@example.org,+1-356-479-5437x5035,"2784 Price Pass Suite 484, Amberbury, WI 45095",Rhodesstad,GEORGIA,912,America'S Top 250,Vip,119.83,2022-03-23,Overdue,South,2028-01-16,46-55,Student,3713.92,38736,High,1,False,True,True,2026-03-12
12203,Joel Clay,benjaminwashington@example.org,+1-804-298-0646x57978,"903 Joseph Islands, North Andrew, IL 73403",East Jason,MARYLAND,70106,Sling Orange,Standard,174.81,2021-12-03,Paid,Southwest,2027-11-10,26-35,Unemployed,9063.38,7486,Medium,8,False,False,True,2026-03-12
7921,Nicole Brown,todd80@example.org,811.484.3933x2882,"623 Richards Locks Suite 179, North Paulhaven, KY 00557",Bethshire,CONNECTICUT,61737,Spanish Premium,Basic,79.74,2026-02-01,Disputed,Midwest,2028-02-19,18-25,Retired,1133.66,1898,Low,2,False,True,False,2026-03-12
3154,Amy Curtis,alex13@example.com,+1-884-202-7027,"USNS Watson, FPO AP 49452",Freemanberg,NORTH DAKOTA,96855,Sling Blue,Premium,105.62,2022-09-08,Overdue,Southwest,2027-05-05,18-25,Unemployed,4427.02,29741,Low,2,True,False,False,2026-03-12
1057,Cody Roth,michaelwagner@example.org,(616)683-0168x86325,"USCGC Turner, FPO AE 66638",South Timothy,CALIFORNIA,1339,America'S Top 500,Vip,82.05,2025-12-25,Paid,Midwest,2026-04-20,36-45,Unemployed,8354.87,4972,Low,5,True,True,False,2026-03-12
4100,Kelly Mitchell,fowlerjanice@example.com,+1-956-455-8362x5426,"197 Cobb Plain, New Dominiqueville, RI 14778",Sonyaton,CONNECTICUT,85961,America'S Top 250,Basic,95.69,2021-06-29,Disputed,Southwest,2026-04-23,56-65,Employed,4841.74,36501,Medium,8,False,True,True,2026-03-12
7556,Amanda Cook,boothcurtis@example.net,001-628-869-5641x15513,"85744 Marissa Fork Apt. 983, Jeffreychester, OR 49272",Davidmouth,CONNECTICUT,17973,America'S Top 250,Basic,122.34,2022-10-08,Paid,Northeast,2027-05-19,26-35,Retired,8592.52,18759,Low,5,False,True,True,2026-03-12
12361,Patricia Hughes,nicole68@example.com,+1-316-518-2553x4490,"67021 Daniels Street, New Crystalville, KY 29122",Shawnville,INDIANA,9724,America'S Top 250,Basic,199.86,2022-11-26,Overdue,Southwest,2026-06-14,36-45,Student,8548.0,49024,Low,2,False,False,False,2026-03-12
2436,Brittany Farrell,belliott@example.net,+1-722-639-4924x599,"8751 Todd Extension, Ronaldbury, CT 01115",South Michael,SOUTH DAKOTA,12303,America'S Top 500,Basic,90.35,2021-11-16,Overdue,Northwest,2027-05-26,65+,Retired,2877.7,32593,Medium,4,True,False,False,2026-03-12
10165,Christopher Bennett,djames@example.net,(958)878-4640,"5310 Jessica Club Suite 249, East Sherrystad, WY 53810",North Shawn,NEW JERSEY,57381,Sling Blue,Premium,168.43,2021-11-07,Overdue,Northwest,2026-10-06,18-25,Self-Employed,8208.79,13686,High,4,False,True,True,2026-03-12
5134,Melissa Stewart,pmorgan@example.com,238-502-1159x0582,"4144 Kylie Spurs Suite 211, Brownbury, WY 78575",Kruegerland,NEW YORK,71497,Sling Blue,Basic,128.39,2022-02-02,Overdue,Northwest,2026-10-19,26-35,Student,5794.5,32343,High,2,True,False,True,2026-03-12
4777,Corey Robinson,kevin20@example.org,001-236-990-8946x158,"06938 Johnson Islands Apt. 547, Jesseside, FL 24288",Katherineshire,MISSOURI,6105,America'S Top 200,Premium,191.94,2025-06-03,Overdue,Southwest,2026-05-06,46-55,Self-Employed,14571.65,19584,Low,1,True,False,False,2026-03-12
4774,Linda Butler,nicholas91@example.net,490.264.7951x5178,"037 Annette Neck Apt. 984, Marquezfurt, HI 16674",Lake Nathanland,FLORIDA,17134,America'S Top 250,Premium,85.51,2023-10-27,Pending,Southwest,2027-03-25,36-45,Unemployed,5591.01,46168,High,2,True,True,True,2026-03-12
6891,James Cain,clarkkimberly@example.com,647.960.9427x043,"54850 Robinson Overpass Apt. 372, Lindsayburgh, FM 56916",West Victorstad,ALASKA,80381,America'S Top 200,Premium,79.81,2023-01-27,Overdue,Southwest,2026-04-02,26-35,Employed,14000.03,21557,High,3,True,True,True,2026-03-12
1711,Derek Rosario,leonardmelissa@example.net,550-239-6288x8339,"089 David Ville Suite 409, Hahnhaven, AR 68146",Gregoryfort,LOUISIANA,34561,America'S Top 120,Premium,75.45,2023-01-22,Disputed,Northeast,2026-12-01,18-25,Employed,7364.47,1234,Medium,2,False,True,True,2026-03-12
5123,Christopher Bates,vlong@example.org,557-583-4764x896,"47247 Parker Mountain, Micheleburgh, MS 56849",East John,MARYLAND,90248,America'S Top 200,Basic,185.72,2022-11-27,Pending,Southwest,2026-10-22,18-25,Self-Employed,1318.61,17302,Low,4,True,False,False,2026-03-12
8837,Kristy Nunez,dylan77@example.net,(806)660-2324x33342,"8813 Breanna Camp Suite 151, West Amy, NH 17889",Briannachester,NORTH CAROLINA,23717,Sling Blue,Basic,98.84,2023-10-20,Overdue,Southwest,2026-04-23,26-35,Student,6373.22,48936,High,8,True,True,True,2026-03-12
11384,Lisa Morris,beckerbarbara@example.org,(443)755-0554x14035,"222 Michael Greens, West Elizabeth, PA 46888",Danieltown,NEW MEXICO,77283,Spanish Premium,Vip,122.55,2025-11-18,Paid,South,2028-01-08,46-55,Student,4571.39,19726,Medium,5,False,True,True,2026-03-12
10508,Jimmy Alexander,rmedina@example.com,001-780-832-0233x936,"836 Lisa Tunnel Suite 902, Hernandezberg, TN 71765",Williamsshire,ARKANSAS,73284,America'S Top 500,Standard,246.51,2022-08-31,Paid,West,2027-09-16,46-55,Employed,6870.38,11543,Medium,8,False,True,True,2026-03-12
11745,Ann Jackson,vjohnson@example.org,+1-279-331-6770,"3949 Lynch Gardens Apt. 607, Atkinsfort, NV 27411",Kathrynburgh,COLORADO,94472,America'S Top 250,Premium,198.65,2021-11-02,Pending,Midwest,2027-05-24,56-65,Unemployed,8950.65,27135,Medium,8,False,False,False,2026-03-12
12719,Joseph Daniels,lisaharris@example.net,973-260-7569x39299,"98921 Gilbert Ridge, Lake William, MN 26521",Lindseyfort,ALASKA,9033,Sling Orange,Standard,240.45,2024-11-24,Pending,Midwest,2027-05-14,36-45,Unemployed,10694.69,6771,Medium,2,False,True,True,2026-03-12
2457,Trevor Castro,deannadyer@example.org,(348)292-2372x68674,"693 Gilmore Shoals, West Shanefurt, KS 00845",West Annette,NEBRASKA,27879,America'S Top 120,Premium,74.38,2024-09-18,Overdue,Midwest,2027-02-18,18-25,Student,3515.24,41413,Low,2,False,True,False,2026-03-12
4240,Christopher Ramirez,mcguiredavid@example.net,001-714-667-1547,"36629 Taylor Island Suite 036, Brandontown, AL 59620",South Josephmouth,MICHIGAN,77448,Spanish Premium,Basic,175.5,2023-05-03,Disputed,Southwest,2027-11-01,65+,Self-Employed,5554.76,47833,High,7,False,False,True,2026-03-12
8301,Taylor Villegas,richardsonjohn@example.com,628-841-8206,"8954 James Forest, Martinezton, IA 24247",Lake Erikhaven,PENNSYLVANIA,45563,Sling Blue,Standard,158.98,2022-11-29,Paid,South,2028-01-30,18-25,Self-Employed,2580.62,32736,High,6,True,False,True,2026-03-12
2195,Ronald Tran,nathaniel54@example.com,(235)294-1500,"95027 Mcneil Highway Apt. 666, Stonechester, DE 69486",South Suzanne,DELAWARE,73460,Spanish Premium,Standard,63.46,2022-05-12,Paid,South,2027-06-14,18-25,Retired,11755.54,27697,High,8,False,True,False,2026-03-12
5566,Lori Rodriguez,joshua37@example.org,472-439-0247,"923 Sarah Path, North Connie, IA 98785",Marymouth,DELAWARE,73745,America'S Top 120,Basic,243.55,2022-07-17,Overdue,Midwest,2026-10-12,46-55,Employed,11891.96,13416,High,6,True,False,True,2026-03-12
10932,Lisa Jarvis,simmonsbrittany@example.com,+1-721-771-6197,"57861 Murphy Manors Suite 776, Jeremyshire, KS 08119",Angelaside,IDAHO,68090,America'S Top 120,Vip,224.79,2022-08-21,Overdue,Southwest,2028-01-04,26-35,Student,3628.12,42392,High,1,False,False,False,2026-03-12
8025,Adam Hughes,fortiz@example.net,+1-895-832-1620,"606 Juarez Pines, Robertfort, RI 75219",West Kimberlyside,ARKANSAS,70433,Spanish Premium,Vip,148.55,2023-03-30,Paid,Midwest,2026-06-02,65+,Retired,9572.15,19472,High,5,True,False,False,2026-03-12
2938,Willie Hall,paulrosales@example.net,+1-234-860-1380,"088 Stewart Meadow Apt. 616, Rojasberg, WA 16858",West Matthew,WEST VIRGINIA,5313,America'S Top 120,Vip,146.43,2025-12-30,Overdue,Midwest,2026-12-07,26-35,Retired,5276.01,2131,Medium,8,False,True,False,2026-03-12
1903,Linda Lamb,james54@example.com,512-874-0309x24703,"1434 Melissa Hills, South Victoria, ME 65438",Byrdfurt,LOUISIANA,57227,Sling Blue,Vip,74.85,2024-06-11,Overdue,Midwest,2028-01-26,65+,Unemployed,9554.8,33041,Medium,2,False,False,False,2026-03-12
3864,Stephanie Newman,pmoore@example.net,507.537.2081x36543,"2719 Brenda Forest, Port Alejandro, CO 39742",New Jonathan,TEXAS,97947,America'S Top 500,Standard,136.74,2022-12-08,Pending,West,2028-03-11,56-65,Retired,11311.94,23399,High,6,False,False,False,2026-03-12
9257,Robert Deleon,raymond67@example.net,942-998-9957,"012 Hill Turnpike Suite 442, New Nicole, UT 97808",Davismouth,MONTANA,15022,America'S Top 250,Standard,227.12,2023-06-24,Overdue,South,2027-04-03,36-45,Retired,12142.19,21101,High,1,True,False,False,2026-03-12
9354,Christopher Lee,zhangchristina@example.org,(899)844-1694x20466,"6661 Morgan Rest Suite 558, West Kathy, VI 65905",North Kendra,MARYLAND,44238,Sling Blue,Basic,220.35,2025-08-16,Pending,Northwest,2026-03-19,46-55,Self-Employed,4442.57,39379,Low,3,True,False,True,2026-03-12
2461,Robert Ortega,elliottwilliam@example.org,(400)426-5255,"7929 Tina Isle Apt. 199, Cindyview, VT 93741",North Dylanborough,UTAH,45171,Sling Orange,Standard,198.06,2024-06-30,Overdue,Northeast,2028-02-08,56-65,Unemployed,622.15,24584,Medium,1,True,False,False,2026-03-12
1290,Hannah Wiggins,dscott@example.net,650-951-1339x0391,"Unit 0515 Box 0486, DPO AP 10469",Harrisside,MARYLAND,53319,America'S Top 200,Standard,199.98,2023-07-25,Pending,Northeast,2027-05-18,56-65,Retired,6937.61,19771,High,8,False,False,False,2026-03-12
