Customer_ID,Name,City,State,Region,Email,Subscription_Type,Service_Tier,Monthly_Bill,Monthly_Revenue,Bill_Category,Payment_Status,Payment_Risk_Score,Payment_Days_Overdue,Customer_Tenure_Years,Join_Date,Contract_Renewal_Risk,Auto_Pay_Enabled,Paperless_Billing,Total_Tickets,Avg_Resolution_Time,Critical_Escalations,Avg_Satisfaction,FCR_Rate,Avg_Signal_Strength,Service_Health_Score,Churn_Risk,Calculated_Churn_Risk,Customer_Lifetime_Value,LTV_Index,Loyalty_Points,Loyalty_Index,Number_Of_Devices,Device_Adoption_Score,Age_Group,Employment_Status,Revenue_Health,Customer_Segment
6325,Mary Sosa,Lake Bradley,KENTUCKY,Midwest,gonzalezcraig@example.org,Sling Orange,Vip,160.12,1921.44,High,Overdue,2,1,2.220396988364134,2023-12-23,Stable,False,False,2.0,30.5,1.0,2.1,1.0,-81.0,70,High,Low,10929.98,71,28936,52,8,100,65+,Self-Employed,Optimal,Growth_Opportunity
3497,Blake Brown,Lake Matthew,RHODE ISLAND,Midwest,xbenitez@example.com,America'S Top 200,Premium,109.22,1310.6399999999999,Medium,Disputed,50,1,2.4476386036960984,2023-10-01,Stable,True,True,1.0,42.0,0.0,2.4,1.0,-54.0,76,Medium,Low,10146.8,66,3527,23,7,87,18-25,Student,Optimal,Growth_Opportunity
6192,Michelle Simmons,West Williamberg,OHIO,West,joshua28@example.com,Sling Orange,Premium,140.7,1688.3999999999999,Medium,Overdue,2,1,0.8459958932238193,2025-05-08,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,4290.94,26,3571,11,2,25,56-65,Retired,Optimal,Standard
4486,Lisa Dominguez,Beckerburgh,MAINE,Midwest,james47@example.net,America'S Top 250,Vip,207.93,2495.16,High,Disputed,50,1,2.4175222450376452,2023-10-12,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,13305.61,88,870,20,5,62,18-25,Retired,Premium,Growth_Opportunity
9963,James Brock,East Aliciamouth,INDIANA,South,tammy21@example.org,America'S Top 200,Vip,166.99,2003.88,High,Disputed,50,1,1.9055441478439425,2024-04-16,Stable,False,True,1.0,40.0,0.0,3.5,1.0,-82.0,85,High,Low,3399.42,19,19727,38,6,75,26-35,Self-Employed,Optimal,VIP_Advocates
2860,Kayla Zimmerman,Lake Jeffreyshire,VERMONT,Northeast,lisa89@example.org,America'S Top 500,Standard,221.48,2657.7599999999998,High,Paid,10,1,2.5845311430527036,2023-08-12,Stable,False,False,2.0,29.5,1.0,2.6,1.0,-61.5,74,High,Low,11711.04,77,14897,38,8,100,56-65,Student,Premium,Growth_Opportunity
8310,Brandy Warner,Jeanettefort,VERMONT,Northwest,qbrown@example.org,America'S Top 500,Basic,171.59,2059.08,High,Pending,30,1,3.058179329226557,2023-02-20,Stable,True,True,1.0,2.0,1.0,4.2,0.0,-57.0,90,Low,Low,1749.85,8,28035,58,8,100,56-65,Student,Optimal,VIP_Advocates
5499,Sandra Montgomery,Port Michelle,MINNESOTA,Northeast,shawn95@example.org,Sling Orange,Standard,134.86,1618.3200000000002,Medium,Pending,30,1,0.892539356605065,2025-04-21,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,11096.69,73,42341,57,1,12,18-25,Unemployed,Optimal,Growth_Opportunity
6503,Debbie French,New Michael,WASHINGTON,Midwest,amber45@example.com,America'S Top 120,Standard,159.57,1914.84,High,Overdue,2,1,2.1738535249828885,2024-01-09,Stable,False,True,1.0,27.0,1.0,2.5,0.0,-35.0,77,Medium,Low,4147.54,25,21951,43,4,50,56-65,Student,Optimal,Standard
7596,Kim Jenkins,New Micheal,OHIO,Southwest,underwoodcheryl@example.com,Spanish Premium,Basic,92.29,1107.48,Medium,Pending,30,1,1.4209445585215605,2024-10-10,Stable,False,True,2.0,34.0,2.0,4.6,1.0,-73.5012356979405,90,High,Low,13439.28,89,39982,59,3,37,65+,Employed,Undermonetized,VIP_Advocates
5471,Anne Rosales,Goodmanmouth,ALABAMA,Northeast,wiseann@example.net,America'S Top 200,Standard,148.55,1782.6000000000001,Medium,Disputed,50,1,0.13141683778234087,2026-01-24,Expiring Soon,False,True,3.0,51.666666666666664,1.0,3.0,0.6666666666666666,-70.66666666666667,75,Medium,Low,8474.14,54,16952,21,7,87,65+,Retired,Optimal,Growth_Opportunity
3502,Charles Smith,Port Henrybury,DELAWARE,Midwest,georgefranklin@example.org,America'S Top 200,Basic,147.45,1769.3999999999999,Medium,Paid,10,1,3.619438740588638,2022-07-30,Stable,True,True,1.0,27.0,0.0,1.3,1.0,-33.0,67,High,Medium,8006.4,51,31721,67,6,75,36-45,Employed,Optimal,Growth_Opportunity
4402,Thomas Long,North Manuel,SOUTH CAROLINA,Northeast,hrose@example.com,Spanish Premium,Standard,148.55,1782.6000000000001,Medium,Overdue,2,1,1.9356605065023955,2024-04-05,Stable,True,False,2.0,42.0,1.0,3.35,0.5,-76.5012356979405,80,Medium,Low,2343.43,12,44309,68,3,37,56-65,Employed,Optimal,VIP_Advocates
9478,Katie Jones,North John,VIRGINIA,Northeast,nancy32@example.org,Sling Blue,Premium,146.6,1759.1999999999998,Medium,Disputed,50,1,1.325119780971937,2024-11-14,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,13863.23,92,38374,56,8,100,56-65,Student,Optimal,Growth_Opportunity
11290,Robert Sanders,Lake Diana,FLORIDA,Midwest,troach@example.com,America'S Top 120,Vip,99.51,1194.1200000000001,Medium,Disputed,50,1,2.3107460643394937,2023-11-20,Stable,True,True,1.0,30.0,1.0,4.4,1.0,-82.0,92,Low,Low,10722.41,70,39916,66,3,37,56-65,Retired,Undermonetized,VIP_Advocates
10879,Paul Ballard,Meyermouth,SOUTH CAROLINA,Southwest,morenopamela@example.net,Sling Orange,Standard,235.12,2821.44,High,Pending,30,1,0.9691991786447639,2025-03-24,Stable,True,True,1.0,23.0,1.0,4.6,1.0,-36.0,93,Low,Low,13002.09,86,42301,58,5,62,46-55,Retired,Premium,VIP_Advocates
10610,Allison Greene,West Dylanton,TENNESSEE,Northeast,jeanne83@example.com,Sling Blue,Premium,157.65,1891.8000000000002,High,Paid,10,1,2.6885694729637235,2023-07-05,Stable,False,True,1.0,63.0,1.0,1.4,1.0,-78.0,68,Medium,Medium,3470.99,20,18705,43,4,50,46-55,Retired,Optimal,Standard
5243,Frank Montoya,Carterport,ILLINOIS,Northwest,wlane@example.net,America'S Top 250,Premium,67.13,805.56,Low,Pending,30,1,0.6105407255304586,2025-08-02,Stable,True,True,2.0,40.5,1.0,2.15,0.5,-66.0,71,Low,Low,7965.45,51,44210,57,8,100,36-45,Employed,Undermonetized,Growth_Opportunity
5725,Sharon Young Dvm,South Kaylamouth,CONNECTICUT,South,jordan69@example.com,America'S Top 250,Standard,207.9,2494.8,High,Paid,10,1,3.1293634496919918,2023-01-25,Stable,True,True,1.0,34.0,0.0,3.6,1.0,-95.0,85,High,Low,5727.91,36,10189,37,7,87,36-45,Unemployed,Premium,VIP_Advocates
8884,David Miller,New Kelly,MAINE,Midwest,nicholsjesse@example.org,Sling Blue,Premium,196.84,2362.08,High,Pending,30,1,2.3381245722108144,2023-11-10,Stable,False,True,1.0,22.0,1.0,3.3,1.0,-81.0,83,Low,Low,11117.85,73,47210,75,6,75,65+,Employed,Premium,VIP_Advocates
9684,Jacqueline Adams,Port Joanmouth,UTAH,Northwest,anagiles@example.org,America'S Top 200,Premium,148.55,1782.6000000000001,Medium,Overdue,2,1,3.540041067761807,2022-08-28,Stable,True,False,2.0,36.5,1.0,3.8499999999999996,0.5,-59.0,84,Low,Low,4589.4,28,12154,42,4,50,46-55,Student,Optimal,VIP_Advocates
4445,Megan Clarke,Port Bonnieton,IDAHO,South,christopher39@example.com,Sling Blue,Standard,57.98,695.76,Low,Pending,30,1,2.74880219028063,2023-06-13,At Risk,False,True,4.0,32.5,2.0,3.7249999999999996,0.25,-51.75061784897025,77,Medium,Low,13321.83,88,48516,80,8,100,26-35,Retired,Undermonetized,Growth_Opportunity
3993,Sean Cruz,Jamesport,ALASKA,Northeast,ljohnson@example.net,America'S Top 250,Vip,80.05,960.5999999999999,Medium,Disputed,50,1,1.2046543463381245,2024-12-28,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,4326.72,26,37821,55,2,25,36-45,Unemployed,Undermonetized,Standard
8820,Mariah Andrews,West Scottview,DELAWARE,Northeast,davidlarson@example.net,Sling Orange,Vip,200.94,2411.2799999999997,High,Paid,10,1,0.4517453798767967,2025-09-29,Stable,True,False,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,3663.02,21,19618,27,6,75,65+,Self-Employed,Premium,Standard
9227,Traci Webster,Jordanton,MONTANA,Northeast,robinsonjennifer@example.org,America'S Top 120,Vip,108.75,1305.0,Medium,Disputed,50,1,0.03559206023271732,2026-02-28,Stable,True,False,2.0,46.0,2.0,1.7000000000000002,0.5,-51.5,67,High,Medium,7541.88,48,49293,59,5,62,18-25,Employed,Optimal,Standard
5981,Linda Hale,North Noahville,KANSAS,West,jennifer81@example.com,Sling Blue,Basic,166.82,2001.84,High,Paid,10,1,0.7255304585900069,2025-06-21,Stable,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,14103.17,93,46580,61,4,50,36-45,Student,Optimal,Growth_Opportunity
7953,Marc Tucker,Riveratown,MONTANA,Northwest,armstrongjeffrey@example.org,America'S Top 500,Basic,108.64,1303.68,Medium,Pending,30,1,3.14031485284052,2023-01-21,Stable,True,True,1.0,46.0,1.0,2.7,0.0,-80.0,78,High,Low,4986.14,30,34875,66,6,75,36-45,Self-Employed,Optimal,Standard
6872,Richard Thornton,Port Deanna,KENTUCKY,Midwest,byrdmonica@example.com,Spanish Premium,Standard,125.61,1507.32,Medium,Overdue,2,1,4.082135523613963,2022-02-11,Stable,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,7938.56,51,48237,90,4,50,56-65,Student,Optimal,Growth_Opportunity
4708,Leslie Costa,West Williamhaven,ALABAMA,Southwest,nathanhess@example.com,Sling Blue,Premium,245.76,2949.12,High,Pending,30,1,0.4271047227926078,2025-10-08,Stable,True,True,4.0,32.0,2.0,3.4250000000000003,0.25,-69.0,75,High,Low,13522.14,89,13577,19,1,12,56-65,Retired,Premium,Growth_Opportunity
6128,Brittany Rhodes,Marthaview,MARYLAND,Southwest,sanchezbill@example.net,America'S Top 200,Basic,222.44,2669.2799999999997,High,Paid,10,1,1.6700889801505818,2024-07-11,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,10874.73,71,41563,63,7,87,36-45,Unemployed,Premium,Growth_Opportunity
5847,April Castillo,Nathanielview,FLORIDA,Midwest,vrobertson@example.com,Sling Orange,Basic,168.3,2019.6000000000001,High,Disputed,50,1,1.1827515400410678,2025-01-05,Stable,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,10949.72,72,14022,26,3,37,36-45,Retired,Optimal,Growth_Opportunity
11056,Benjamin Gonzalez,Port Mark,OREGON,Northeast,johnsonlisa@example.net,America'S Top 250,Standard,77.73,932.76,Low,Disputed,50,1,0.13963039014373715,2026-01-21,Stable,True,False,1.0,57.0,1.0,3.2,1.0,-53.0,82,Medium,Low,6341.66,40,13889,17,2,25,26-35,Self-Employed,Undermonetized,VIP_Advocates
4738,Abigail Lane,Osbornton,SOUTH CAROLINA,Midwest,cookjessica@example.org,America'S Top 200,Vip,207.42,2489.04,High,Paid,10,1,2.7980835044490076,2023-05-26,Stable,True,True,3.0,55.0,2.0,3.9666666666666663,0.6666666666666666,-79.000823798627,82,Medium,Low,2885.75,16,49868,82,6,75,65+,Employed,Premium,VIP_Advocates
9548,Carol Davidson,South Alec,OHIO,West,sandrastone@example.org,Sling Orange,Vip,57.28,687.36,Low,Paid,10,1,3.9288158795345653,2022-04-08,Stable,True,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,12896.94,85,48206,89,6,75,46-55,Retired,Undermonetized,Growth_Opportunity
7067,Judith Henson,Ayalaville,TEXAS,South,annbrown@example.net,America'S Top 250,Basic,73.82,885.8399999999999,Low,Paid,10,1,2.080766598220397,2024-02-12,Stable,False,False,2.0,46.5,0.0,3.5,0.0,-64.0,82,High,Low,4258.25,25,20573,41,7,87,26-35,Student,Undermonetized,VIP_Advocates
6102,Jessica Watkins,Willisborough,TEXAS,Northwest,hilltimothy@example.org,Spanish Premium,Vip,213.14,2557.68,High,Disputed,50,1,2.5270362765229293,2023-09-02,Stable,False,True,1.0,44.0,1.0,3.7,1.0,-89.0,86,High,Low,5551.68,34,46090,75,2,25,18-25,Employed,Premium,VIP_Advocates
8275,Pamela Morales,Rasmussenmouth,MINNESOTA,West,cbrooks@example.org,Sling Blue,Vip,129.54,1554.48,Medium,Paid,10,1,0.5639972621492129,2025-08-19,Stable,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,12671.33,83,15951,23,7,87,36-45,Employed,Optimal,Growth_Opportunity
12183,Kimberly Peters,Port Alexander,NEW HAMPSHIRE,South,richardskrystal@example.org,America'S Top 500,Basic,244.34,2932.08,High,Overdue,2,1,2.7132101300479126,2023-06-26,Stable,True,True,1.0,9.0,0.0,2.6,0.0,-84.0,77,Medium,Low,14161.24,94,10926,34,1,12,46-55,Self-Employed,Premium,Growth_Opportunity
9361,Christopher Martin,Port Chad,VIRGINIA,West,vasquezann@example.com,America'S Top 500,Standard,144.15,1729.8000000000002,Medium,Paid,10,1,4.635181382614648,2021-07-24,Stable,False,False,2.0,29.5,0.0,1.9,0.5,-67.5,69,Low,Medium,14762.17,98,43970,89,7,87,18-25,Employed,Optimal,Growth_Opportunity
6850,Sarah Nelson,Shanefurt,MONTANA,West,chadjordan@example.net,America'S Top 250,Vip,98.84,1186.08,Medium,Disputed,50,1,0.03285420944558522,2026-03-01,Stable,True,False,1.0,4.0,0.0,3.0,1.0,-81.0,81,Medium,Low,14768.23,98,39984,48,6,75,46-55,Employed,Undermonetized,VIP_Advocates
11451,Emily Ryan,Lake Stephaniemouth,ARKANSAS,South,rosscynthia@example.com,America'S Top 250,Premium,136.93,1643.16,Medium,Pending,30,1,2.735112936344969,2023-06-18,Stable,True,False,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,3426.93,20,179,22,5,62,56-65,Student,Optimal,Standard
10096,Crystal Dillon,Port Jeremy,TENNESSEE,Northwest,bknight@example.com,America'S Top 500,Standard,75.08,900.96,Low,Paid,10,1,3.077344284736482,2023-02-13,Expiring Soon,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,1401.81,6,18039,46,6,75,65+,Student,Undermonetized,Standard
9884,Kevin Dalton,Jimmyfurt,DELAWARE,South,nathan53@example.net,America'S Top 200,Basic,56.53,678.36,Low,Disputed,50,1,2.425735797399042,2023-10-09,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,11526.67,76,45616,74,5,62,46-55,Retired,Undermonetized,Growth_Opportunity
1841,Christy Lyons,Ariasberg,WISCONSIN,Midwest,danielle39@example.com,Sling Blue,Basic,236.4,2836.8,High,Overdue,2,1,0.4243668720054757,2025-10-09,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,3238.86,18,15201,21,1,12,56-65,Self-Employed,Premium,Standard
10152,Brianna Garza,Kevinmouth,VIRGINIA,West,gloriacastillo@example.net,Sling Orange,Vip,182.08,2184.96,High,Paid,10,1,2.9815195071868583,2023-03-20,Stable,True,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,12333.65,81,13549,40,3,37,56-65,Self-Employed,Premium,Growth_Opportunity
5720,Charles Ward,Williamfort,HAWAII,South,kristen83@example.org,Spanish Premium,Vip,236.71,2840.52,High,Pending,30,1,1.4921286789869952,2024-09-14,Stable,True,False,1.0,43.0,1.0,4.5,1.0,-52.0,93,Low,Low,3050.31,17,40223,60,1,12,18-25,Employed,Premium,VIP_Advocates
3710,Tracy Payne,Ingramtown,MONTANA,West,amarshall@example.org,America'S Top 200,Vip,99.04,1188.48,Medium,Paid,10,1,4.739219712525667,2021-06-16,Stable,True,True,1.0,51.0,1.0,1.7,1.0,-74.0,70,Low,Low,2157.08,11,46267,93,1,12,56-65,Unemployed,Undermonetized,Standard
4143,Joshua Le,Vargasville,GEORGIA,West,idaugherty@example.net,America'S Top 500,Premium,68.18,818.1600000000001,Low,Pending,30,1,3.4989733059548254,2022-09-12,Expiring Soon,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,8258.71,53,12658,43,6,75,65+,Unemployed,Undermonetized,Growth_Opportunity
4006,Christina Acosta,South Fernando,NEVADA,Northeast,reyesandrea@example.com,Sling Blue,Vip,70.98,851.76,Low,Pending,30,1,4.42984257357974,2021-10-07,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,12640.1,83,13773,51,6,75,56-65,Self-Employed,Undermonetized,Growth_Opportunity
8944,Michelle Bowman Md,Lake Rubenberg,DELAWARE,Northeast,randy14@example.org,America'S Top 120,Vip,70.83,849.96,Low,Pending,30,1,3.4496919917864477,2022-09-30,Stable,False,False,1.0,30.0,1.0,1.5,0.0,-87.0,69,High,Medium,8663.67,56,34231,68,4,50,46-55,Student,Undermonetized,Growth_Opportunity
12539,Desiree Smith,Colemanside,MINNESOTA,Southwest,nescobar@example.net,America'S Top 200,Premium,134.06,1608.72,Medium,Overdue,2,1,0.7282683093771389,2025-06-20,Stable,True,False,1.0,43.0,1.0,2.2,1.0,-49.0,74,Low,Low,8871.19,57,48658,64,7,87,65+,Unemployed,Optimal,Growth_Opportunity
6573,Marvin Ponce,South Gary,GEORGIA,Southwest,zachary52@example.org,America'S Top 200,Vip,144.84,1738.08,Medium,Pending,30,1,0.9582477754962354,2025-03-28,Stable,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,11310.77,74,31116,45,4,50,65+,Student,Optimal,Growth_Opportunity
12927,Nicole Reed,Watersport,NEBRASKA,South,amberphillips@example.net,Sling Blue,Premium,103.4,1240.8000000000002,Medium,Pending,30,1,0.6926762491444216,2025-07-03,Stable,False,False,2.0,6.5,0.0,2.35,0.0,-80.5,72,Low,Low,5966.78,37,5855,12,4,50,56-65,Student,Optimal,Standard
6860,Steven Tate,East Michael,NEVADA,West,pedrojones@example.org,America'S Top 250,Standard,181.97,2183.64,High,Pending,30,1,3.583846680355921,2022-08-12,Stable,False,False,1.0,45.0,0.0,1.5,0.0,-84.0,69,Low,Medium,5046.89,31,42400,79,7,87,18-25,Self-Employed,Premium,Standard
3561,Jason Mason,West Destinyborough,OHIO,Northeast,valerie34@example.org,Spanish Premium,Standard,148.47,1781.6399999999999,Medium,Paid,10,1,4.933607118412047,2021-04-06,At Risk,False,False,2.0,47.5,1.0,2.05,0.5,-60.5,70,Medium,Low,7231.55,46,37547,84,7,87,36-45,Unemployed,Optimal,Standard
9877,Jennifer Lyons,Whiteport,MISSISSIPPI,South,oneal@example.net,Sling Orange,Standard,123.62,1483.44,Medium,Disputed,50,1,3.8767967145790556,2022-04-27,Stable,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,11665.19,77,19498,54,8,100,36-45,Retired,Optimal,Growth_Opportunity
9901,Elizabeth Luna,South Michaelland,WYOMING,South,brownchristopher@example.com,America'S Top 500,Basic,55.88,670.5600000000001,Low,Overdue,2,1,2.8528405201916494,2023-05-06,Stable,True,False,1.0,1.0,0.0,1.7,0.0,-62.0,70,Medium,Low,1825.74,9,44592,76,7,87,36-45,Unemployed,Undermonetized,Standard
5107,Megan Reynolds,Jeffreystad,NEVADA,West,sconner@example.com,Sling Orange,Vip,150.64,1807.6799999999998,High,Pending,30,1,0.9390828199863107,2025-04-04,Stable,True,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,13493.78,89,25259,37,8,100,65+,Retired,Optimal,Growth_Opportunity
2971,Veronica Payne,Justinville,WYOMING,West,csmith@example.org,America'S Top 250,Vip,238.91,2866.92,High,Disputed,50,1,1.8179329226557153,2024-05-18,Stable,False,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,2734.96,15,43027,66,1,12,65+,Unemployed,Premium,Standard
6120,Danielle Ibarra,Johnsonberg,MASSACHUSETTS,Northeast,fterry@example.com,Sling Orange,Premium,148.55,1782.6000000000001,Medium,Pending,30,1,2.6776180698151952,2023-07-09,Stable,True,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,14394.85,95,17297,42,7,87,26-35,Student,Optimal,Growth_Opportunity
6746,Vickie Ferrell,Leefort,FLORIDA,West,shart@example.com,America'S Top 200,Premium,203.76,2445.12,High,Overdue,2,1,1.5304585900068446,2024-08-31,Stable,False,False,2.0,36.0,1.0,3.8000000000000003,1.0,-53.0,84,Medium,Low,10053.8,65,33479,52,3,37,36-45,Self-Employed,Premium,VIP_Advocates
1680,Jimmy Jackson,Gallaghertown,CALIFORNIA,West,twilliams@example.net,America'S Top 250,Premium,241.42,2897.04,High,Pending,30,1,2.083504449007529,2024-02-11,Stable,False,False,1.0,22.0,1.0,3.4,0.0,-75.0,84,Medium,Low,2931.8,16,20701,41,8,100,65+,Retired,Premium,VIP_Advocates
5876,Blake Berg,Aguilarbury,OREGON,Midwest,yvang@example.com,Sling Orange,Standard,56.15,673.8,Low,Disputed,50,1,3.134839151266256,2023-01-23,Stable,True,True,1.0,22.0,0.0,2.4,1.0,-82.0,76,Low,Low,13715.58,91,25524,55,4,50,26-35,Employed,Undermonetized,Growth_Opportunity
7452,Kevin Silva,Davidberg,ALABAMA,Southwest,hornephillip@example.net,Sling Blue,Standard,148.55,1782.6000000000001,Medium,Paid,10,1,4.5338809034907595,2021-08-30,Stable,True,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,1319.55,5,16070,55,1,12,26-35,Retired,Optimal,Standard
8374,Jennifer Ho,Johnsonville,MONTANA,Northwest,lwilliams@example.net,Sling Orange,Premium,83.0,996.0,Medium,Disputed,50,1,4.210814510609172,2021-12-26,Stable,False,False,1.0,54.0,0.0,3.8,1.0,-65.0,87,Medium,Low,9199.41,59,38964,80,4,50,36-45,Self-Employed,Undermonetized,VIP_Advocates
7216,Yolanda Baker,South Nicole,MINNESOTA,South,lopezkevin@example.org,America'S Top 200,Basic,77.9,934.8000000000001,Low,Pending,30,1,0.947296372347707,2025-04-01,Stable,False,True,1.0,4.0,1.0,3.9,1.0,-93.0,88,High,Low,12645.53,83,49929,67,2,25,18-25,Employed,Undermonetized,VIP_Advocates
3679,Nicholas Johnson,East Laura,WASHINGTON,Midwest,molly76@example.com,America'S Top 200,Premium,211.81,2541.7200000000003,High,Paid,10,1,0.6817248459958932,2025-07-07,Stable,True,False,1.0,9.0,1.0,1.6,1.0,-81.0,69,Low,Medium,4713.07,29,15276,23,8,100,36-45,Unemployed,Premium,Standard
1610,Benjamin Phillips,Andersonville,HAWAII,South,reginajohnston@example.net,America'S Top 500,Vip,128.09,1537.08,Medium,Paid,10,1,0.813141683778234,2025-05-20,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Low,Medium,9222.81,60,37959,52,4,50,36-45,Retired,Optimal,Growth_Opportunity
7415,Monica Morales,East Janet,ILLINOIS,Northwest,schneiderchristopher@example.net,Sling Orange,Basic,127.32,1527.84,Medium,Paid,10,1,4.188911704312115,2022-01-03,At Risk,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,4681.06,28,26809,65,5,62,18-25,Student,Optimal,Standard
9644,Kenneth Hall,Garrisonside,ARKANSAS,Northwest,lbailey@example.net,America'S Top 250,Vip,59.27,711.24,Low,Pending,30,1,2.078028747433265,2024-02-13,Expiring Soon,False,False,0.0,0.0,0.0,0.0,0.0,0.0,60,High,Medium,8016.89,51,32309,55,8,100,56-65,Self-Employed,Undermonetized,Growth_Opportunity
10829,Charles Lewis,Port Tina,WASHINGTON,Midwest,zharris@example.org,America'S Top 200,Basic,78.2,938.4000000000001,Low,Paid,10,1,1.5249828884325805,2024-09-02,Stable,False,False,1.0,36.0,0.0,3.0,1.0,-78.0,81,Low,Low,2282.23,12,47897,69,2,25,65+,Self-Employed,Undermonetized,VIP_Advocates
9175,John Shelton,New Patricia,VIRGINIA,South,brenda65@example.com,Sling Orange,Premium,94.89,1138.68,Medium,Disputed,50,1,2.5489390828199863,2023-08-25,At Risk,True,False,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,12729.39,84,9123,31,7,87,18-25,Self-Employed,Undermonetized,Growth_Opportunity
3233,Steven Monroe,Lake Matthew,OHIO,Southwest,hrobinson@example.com,Sling Blue,Standard,142.86,1714.3200000000002,Medium,Paid,10,1,2.976043805612594,2023-03-22,Stable,True,True,0.0,0.0,0.0,0.0,0.0,0.0,60,Medium,Medium,8596.88,55,29416,59,2,25,56-65,Unemployed,Optimal,Growth_Opportunity
2880,Brandon Brown,Bobbyport,WEST VIRGINIA,West,jnelson@example.org,Spanish Premium,Vip,231.73,2780.7599999999998,High,Overdue,2,1,0.5229295003422314,2025-09-03,Stable,False,True,2.0,23.5,1.0,3.4,1.0,-75.0,81,Medium,Low,1787.38,8,6290,11,8,100,56-65,Retired,Premium,VIP_Advocates
11354,Jennifer Sanders,Lake Ryan,VERMONT,Southwest,nicole54@example.com,Sling Blue,Vip,191.77,2301.2400000000002,High,Pending,30,1,2.759753593429158,2023-06-09,Stable,True,False,1.0,57.0,0.0,4.4,0.0,-48.0,92,High,Low,7036.15,45,33204,61,4,50,36-45,Retired,Premium,VIP_Advocates
10617,David Hamilton,Ronaldburgh,ILLINOIS,Southwest,greenechristina@example.org,Sling Blue,Basic,218.64,2623.68,High,Overdue,2,1,4.919917864476386,2021-04-11,Stable,False,False,1.0,44.0,1.0,4.3,0.0,-49.0,91,High,Low,13241.06,87,25133,69,2,25,46-55,Unemployed,Premium,VIP_Advocates
10166,Robert Perez,Elizabethhaven,MISSISSIPPI,Midwest,glovernathan@example.com,Spanish Premium,Vip,225.23,2702.7599999999998,High,Overdue,2,1,1.9247091033538672,2024-04-09,Stable,True,True,3.0,10.333333333333334,1.0,1.9666666666666668,0.3333333333333333,-54.0,66,High,Medium,1190.73,4,43306,67,1,12,46-55,Retired,Premium,Standard
11930,Jennifer Ross,East Omar,GEORGIA,Midwest,clarknatalie@example.net,America'S Top 500,Basic,225.09,2701.08,High,Disputed,50,1,0.487337440109514,2025-09-16,Stable,False,True,3.0,25.0,2.0,2.1,0.3333333333333333,-71.66666666666667,67,Low,Medium,1011.21,3,3783,8,2,25,46-55,Unemployed,Premium,Standard
7171,Noah Watson,Blackbury,IOWA,Northwest,charles97@example.com,America'S Top 250,Premium,236.92,2843.04,High,Disputed,50,1,3.7672826830937716,2022-06-06,Stable,True,False,2.0,25.5,2.0,3.1,0.5,-44.0,78,Low,Low,2631.1,14,28195,63,2,25,26-35,Retired,Premium,Standard
5457,Steven Mcdowell,Lake Steven,CONNECTICUT,Northwest,xlewis@example.com,Sling Blue,Standard,148.55,1782.6000000000001,Medium,Disputed,50,1,3.9315537303216974,2022-04-07,Stable,True,False,2.0,29.0,1.0,2.4000000000000004,0.5,-49.5,73,Medium,Low,4051.68,24,31532,69,3,37,65+,Employed,Optimal,Standard
12246,Jonathan Higgins,Kimberlyville,MICHIGAN,West,ashley85@example.org,America'S Top 250,Vip,105.09,1261.08,Medium,Overdue,2,1,3.594798083504449,2022-08-08,Stable,False,False,1.0,31.0,0.0,3.0,1.0,-78.0,81,High,Low,12655.65,83,2366,31,3,37,18-25,Unemployed,Optimal,VIP_Advocates
